State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Massachusetts,Cities ,Tewksbury,0,0,1,0,0,0,0,1,0,0,31424
Massachusetts,Cities ,Tisbury,0,0,1,0,0,0,0,1,0,0,4116
Massachusetts,Cities ,Waltham,2,0,0,0,0,0,0,1,1,0,62737
Massachusetts,Cities ,Webster,0,0,1,0,0,1,0,0,1,0,16925
Massachusetts,Cities ,Wilbraham,1,1,0,0,0,0,0,0,1,0,14730
Massachusetts,Cities ,Winchester,1,0,2,0,0,0,1,0,0,2,22850
Massachusetts,Cities ,Winthrop,0,1,0,0,0,0,0,1,0,0,18692
Massachusetts,Cities ,Worcester,4,2,4,0,0,0,1,5,1,3,184945
Massachusetts,Universities and Colleges,Boston University,1,0,1,0,0,0,0,0,0,2,41418
Massachusetts,Universities and Colleges,Fitchburg State University,0,0,1,0,0,0,0,0,0,1,11496
Massachusetts,Universities and Colleges,Framingham State University,1,0,0,0,0,0,1,,0,0,9007
Massachusetts,Universities and Colleges,Harvard University,2,1,0,0,0,0,0,0,3,0,40803
Massachusetts,Universities and Colleges,Massachusetts College of Liberal Arts,0,1,0,0,0,0,0,1,0,0,2157
Massachusetts,Universities and Colleges,Massasoit Community College,0,1,0,0,0,0,0,1,0,0,10323
Massachusetts,Universities and Colleges,Northeastern University,3,1,0,0,0,0,3,0,0,1,27795
Massachusetts,Universities and Colleges,Salem State University,0,0,1,0,0,0,1,0,0,0,10556
Massachusetts,Universities and Colleges,Smith College,0,1,0,0,0,0,0,0,0,1,3259
Massachusetts,Universities and Colleges,"Tufts University, Medford",0,1,1,0,0,0,0,0,1,1,12492
Massachusetts,Universities and Colleges,Westfield State University,1,0,0,0,0,0,0,0,1,0,7598
Massachusetts,Universities and Colleges,Wheaton College,1,6,1,0,0,0,1,0,0,7,1715
Massachusetts,Universities and Colleges,Worcester Polytechnic Institute,1,1,0,0,0,0,0,0,1,0,7338
Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority:  Middlesex County,0,0,1,0,0,0,1,,,,
Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority:  Norfolk County,1,0,0,0,0,0,1,,,,
Michigan,Cities ,Adrian,2,0,0,0,0,0,0,0,1,1,20334
Michigan,Cities ,Albion,2,0,0,1,0,0,1,1,0,1,8462
Michigan,Cities ,Allen Park,1,0,0,0,0,0,1,0,0,0,26945
Michigan,Cities ,Almont,1,0,0,0,0,0,0,0,0,1,2814
Michigan,Cities ,Ann Arbor,3,0,0,0,0,0,0,0,3,0,122893
Michigan,Cities ,Auburn Hills,1,0,0,0,0,0,0,0,0,1,24393
Michigan,Cities ,Baroda-Lake Township,0,1,0,0,0,0,1,0,0,0,3859
Michigan,Cities ,Bay City,0,1,0,0,0,0,0,1,0,0,32793
Michigan,Cities ,Benton Harbor,0,1,0,0,0,0,0,0,0,1,9801
Michigan,Cities ,Benton Township,1,0,0,0,0,0,0,1,0,0,14372
Michigan,Cities ,Berkley,1,0,0,0,0,0,0,1,0,0,15482
Michigan,Cities ,Bloomfield Township,1,0,0,0,0,0,0,1,0,0,42326
Michigan,Cities ,Bridgeport Township,1,0,0,0,0,0,0,0,0,1,9778
Michigan,Cities ,Buchanan,0,0,0,1,1,0,0,0,1,1,4274
Michigan,Cities ,Burton,5,0,0,0,0,0,0,1,3,1,28496
Michigan,Cities ,Cadillac,3,0,0,0,0,0,0,2,0,1,10466
Michigan,Cities ,Cambridge Township,1,0,0,0,0,0,0,0,0,1,5657
Michigan,Cities ,Canton Township,4,1,0,0,0,0,2,2,0,1,93406
Michigan,Cities ,Capac,1,0,1,0,0,0,0,0,0,2,1822
Michigan,Cities ,Caro,1,0,0,0,0,0,1,0,0,0,3969
Michigan,Cities ,Carrollton Township,0,0,1,0,0,0,1,0,0,0,5626
Michigan,Cities ,Cassopolis,2,0,0,0,1,0,0,0,3,0,1695
Michigan,Cities ,Clinton Township,1,1,0,0,0,0,0,0,1,1,101308
Michigan,Cities ,Coloma Township,1,0,0,0,0,0,0,1,0,0,6362
Michigan,Cities ,Crystal Falls,4,0,0,0,0,0,1,3,0,0,1359
Michigan,Cities ,Dearborn,1,3,0,0,0,0,2,0,1,1,93902
Michigan,Cities ,Dearborn Heights,2,1,0,0,0,0,0,1,2,0,55368
Michigan,Cities ,Detroit,30,1,18,2,1,0,8,16,16,12,663502
Michigan,Cities ,DeWitt Township,1,0,0,0,0,0,1,0,0,0,15613
Michigan,Cities ,East Grand Rapids,2,0,0,0,0,0,0,2,0,0,12040
Michigan,Cities ,East Lansing,0,2,0,0,0,0,0,2,0,0,47913
Michigan,Cities ,Eastpointe,0,0,1,0,0,0,0,0,0,1,32340
Michigan,Cities ,Ecorse,1,0,0,0,0,0,0,1,0,0,9601
Michigan,Cities ,Escanaba,1,0,0,0,0,0,0,1,0,0,12129
Michigan,Cities ,Farmington,0,2,0,0,0,0,1,1,0,0,10587
Michigan,Cities ,Ferndale,1,0,1,0,0,0,0,2,0,0,20097
Michigan,Cities ,Flint,2,0,0,0,0,0,0,2,0,0,95212
Michigan,Cities ,Flushing,1,0,0,0,0,0,0,1,0,0,7860
Michigan,Cities ,Fowlerville,0,0,0,0,3,0,1,1,0,1,2869
Michigan,Cities ,Frankenmuth,2,0,0,0,0,0,0,1,0,1,5458
Michigan,Cities ,Fraser,2,0,0,0,0,0,1,0,0,1,14578
Michigan,Cities ,Fremont,1,0,0,0,0,0,0,1,0,0,4103
Michigan,Cities ,Garden City,2,0,0,0,0,0,0,0,1,1,26420
Michigan,Cities ,Genesee Township,1,0,0,0,0,0,0,0,1,0,20410
Michigan,Cities ,Grand Blanc Township,1,0,0,0,0,0,0,0,0,1,36523
Michigan,Cities ,Grand Haven,1,2,0,0,0,0,0,2,1,0,11155
Michigan,Cities ,Grand Rapids,5,0,0,0,0,0,0,0,2,3,201799
Michigan,Cities ,Grandville,3,0,0,1,0,0,0,0,2,2,16021
Michigan,Cities ,Grosse Pointe Park,1,0,0,0,0,0,0,0,0,1,11041
Michigan,Cities ,Grosse Pointe Woods,1,0,0,0,0,0,1,0,0,0,15350
Michigan,Cities ,Hartford,1,0,0,0,0,0,0,0,0,1,2589
Michigan,Cities ,Hazel Park,0,1,0,0,0,0,0,0,1,0,16478
Michigan,Cities ,Highland Park,11,0,1,0,4,0,1,10,4,1,10703
Michigan,Cities ,Holly,1,0,0,0,0,0,0,1,0,0,6185
Michigan,Cities ,Huron Township,2,0,0,0,0,0,0,0,2,0,16089
Michigan,Cities ,Imlay City,1,0,0,0,0,0,1,0,0,0,3575
Michigan,Cities ,Inkster,1,0,0,0,0,0,1,0,0,0,24268
Michigan,Cities ,Jackson,0,0,1,0,0,0,0,0,1,0,32503
Michigan,Cities ,Jonesville,0,0,0,1,0,0,0,0,1,0,2204
Michigan,Cities ,Kalamazoo,3,0,0,0,0,0,1,0,2,0,76827
Michigan,Cities ,Lansing,4,0,1,0,0,0,1,1,2,1,118953
Michigan,Cities ,Lincoln Park,1,0,0,0,0,0,0,1,0,0,36336
Michigan,Cities ,Lincoln Township,0,1,0,0,0,0,0,0,0,1,14615
Michigan,Cities ,Livonia,2,0,0,0,0,0,0,0,1,1,93644
Michigan,Cities ,Lowell,1,0,0,0,0,0,0,1,0,0,4198
Michigan,Cities ,Madison Heights,2,1,0,0,0,0,0,2,0,1,30081
Michigan,Cities ,Manistee,0,1,0,0,0,0,0,0,0,1,6103
Michigan,Cities ,Marquette,0,3,0,0,0,0,0,0,1,2,20599
Michigan,Cities ,Melvindale,2,0,0,0,0,0,1,0,0,1,10264
Michigan,Cities ,Menominee,1,0,0,0,0,0,0,0,1,0,8052
Michigan,Cities ,Meridian Township,3,0,0,0,0,0,0,0,1,2,43790
Michigan,Cities ,Metro Police Authority of Genesee County,1,0,0,0,0,0,0,1,0,0,19931
Michigan,Cities ,Midland,2,0,0,0,0,0,1,0,0,1,41791
Michigan,Cities ,Milford,1,0,1,0,0,0,0,1,1,0,16984
Michigan,Cities ,Morenci,1,0,0,0,0,0,1,0,0,0,2146
Michigan,Cities ,Mount Pleasant,1,0,1,0,0,0,0,1,1,0,25315
Michigan,Cities ,Muskegon Heights,0,0,1,0,0,0,0,1,0,0,10717
Michigan,Cities ,Muskegon Township,1,0,0,0,0,0,0,0,1,0,17937
Michigan,Cities ,Newaygo,1,0,0,0,0,0,0,0,0,1,2068
Michigan,Cities ,Northville Township,2,0,0,0,0,0,0,0,0,2,29170
Michigan,Cities ,Norton Shores,1,0,0,0,0,0,0,0,1,0,24702
Michigan,Cities ,Ontwa Township-Edwardsburg,1,0,0,0,0,0,0,1,0,0,6553
Michigan,Cities ,Orion Township,1,0,0,0,0,0,0,0,0,1,36878
Michigan,Cities ,Owosso,0,1,0,0,0,0,1,0,0,0,14399
Michigan,Cities ,Pittsfield Township,1,1,0,0,0,0,2,0,0,0,39417
Michigan,Cities ,Pontiac,1,0,0,0,0,0,0,0,1,0,59791
Michigan,Cities ,Port Huron,1,0,0,0,0,0,0,0,1,0,28783
Michigan,Cities ,Portage,1,0,0,0,0,0,0,0,1,0,49583
Michigan,Cities ,Redford Township,1,0,0,0,0,0,0,0,1,0,46742
Michigan,Cities ,Rochester,0,0,1,0,0,0,0,0,0,1,13429
Michigan,Cities ,Romeo,1,0,0,0,0,0,0,0,1,0,3608
Michigan,Cities ,Romulus,1,0,0,0,0,0,0,0,0,1,23507
Michigan,Cities ,Roseville,2,0,1,0,0,0,0,1,2,0,47381
Michigan,Cities ,Royal Oak,1,1,0,0,0,0,1,0,0,1,59742
Michigan,Cities ,Saginaw Township,1,0,0,0,0,0,0,0,1,0,39022
Michigan,Cities ,Saline,2,0,0,0,0,0,1,0,1,0,9431
Michigan,Cities ,Shelby Township,1,0,0,0,0,0,1,0,0,0,80806
Michigan,Cities ,South Haven,2,0,1,0,1,0,1,0,3,0,4326
Michigan,Cities ,Southfield,2,1,1,0,0,0,1,1,0,2,73335
Michigan,Cities ,Southgate,1,0,0,0,0,0,0,1,0,0,28979
Michigan,Cities ,St. Johns,0,0,1,0,0,0,0,1,0,0,7938
Michigan,Cities ,St. Joseph,0,0,1,1,0,0,0,0,1,1,8355
Michigan,Cities ,Sterling Heights,2,0,0,0,0,0,0,0,0,2,133377
Michigan,Cities ,Sylvan Lake,2,0,0,0,0,0,0,2,0,0,1864
Michigan,Cities ,Taylor,1,1,0,0,0,0,0,1,1,0,60923
Michigan,Cities ,Tecumseh,2,0,0,0,0,0,2,0,0,0,8382
Michigan,Cities ,Thomas Township,1,0,0,0,0,0,1,0,0,0,11438
Michigan,Cities ,Three Oaks,0,0,0,1,0,0,0,0,1,0,1549
Michigan,Cities ,Tittabawassee Township,1,0,0,0,0,0,0,1,0,0,9863
Michigan,Cities ,Traverse City,2,1,0,0,0,0,0,0,0,3,15772
Michigan,Cities ,Troy,2,0,0,0,0,0,0,0,1,1,84688
Michigan,Cities ,Utica,0,1,0,0,1,0,0,1,1,0,5195
Michigan,Cities ,Van Buren Township,4,0,0,0,0,0,1,1,1,1,28294
Michigan,Cities ,Warren,5,0,1,0,0,0,1,2,2,1,134653
Michigan,Cities ,Waterford Township,3,1,0,0,0,0,1,0,1,2,73105
Michigan,Cities ,West Bloomfield Township,5,2,0,0,0,0,0,2,2,3,66067
Michigan,Cities ,White Lake Township,1,0,0,0,0,0,0,0,1,0,31556
Michigan,Cities ,Wixom,1,0,0,0,0,0,0,0,1,0,14074
Michigan,Cities ,Wyoming,7,0,0,1,0,0,1,2,3,2,76295
Michigan,Cities ,Ypsilanti,2,0,0,0,0,0,0,0,1,1,21178
Michigan,Universities and Colleges,Eastern Michigan University,0,0,1,0,0,1,1,1,0,0,23715
Michigan,Universities and Colleges,Oakland University,0,0,0,0,0,1,0,0,1,0,22694
Michigan,Universities and Colleges,Ann Arbor ,6,1,1,0,0,0,2,1,3,2,47543
Michigan,Universities and Colleges,Flint,0,0,1,0,0,0,0,0,1,0,9138
Michigan,Universities and Colleges,Washtenaw Community College,1,0,0,0,0,0,0,1,0,0,21041
Michigan,Metropolitan Counties,Bay,1,0,0,0,0,0,0,0,1,0,
Michigan,Metropolitan Counties,Berrien,0,2,0,0,0,0,0,0,0,2,
Michigan,Metropolitan Counties,Calhoun,1,0,0,0,0,0,0,0,0,1,
Michigan,Metropolitan Counties,Eaton,3,0,0,0,0,0,1,2,0,0,
Michigan,Metropolitan Counties,Genesee,3,1,0,0,0,0,0,3,0,1,
Michigan,Metropolitan Counties,Ingham,1,0,0,0,0,0,0,0,1,0,
Michigan,Metropolitan Counties,Ionia,6,0,0,0,0,0,1,1,2,2,
Michigan,Metropolitan Counties,Jackson,0,0,1,0,0,0,0,0,1,0,
Michigan,Metropolitan Counties,Kalamazoo,4,0,0,0,0,0,0,1,2,1,
Michigan,Metropolitan Counties,Kent,1,0,0,0,0,0,0,0,0,1,
Michigan,Metropolitan Counties,Lapeer,1,0,0,0,0,0,0,0,0,1,
Michigan,Metropolitan Counties,Livingston,2,0,0,0,0,0,1,0,1,0,
Michigan,Metropolitan Counties,Ottawa,2,1,1,0,0,0,1,2,0,1,
Michigan,Metropolitan Counties,Saginaw,2,0,0,0,1,0,2,0,0,1,
Michigan,Metropolitan Counties,Washtenaw,3,1,0,0,0,0,2,1,0,1,
Michigan,Nonmetropolitan Counties,Alcona,1,0,0,0,0,0,0,1,0,0,
Michigan,Nonmetropolitan Counties,Alpena,1,0,0,0,0,0,1,0,0,0,
Michigan,Nonmetropolitan Counties,Baraga,0,1,0,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Barry,1,0,1,0,0,0,1,0,0,1,
Michigan,Nonmetropolitan Counties,Benzie,2,0,0,0,0,0,1,0,1,0,
Michigan,Nonmetropolitan Counties,Hillsdale,1,0,0,0,0,0,0,1,0,0,
Michigan,Nonmetropolitan Counties,Isabella,0,0,1,0,0,0,0,0,0,1,
Michigan,Nonmetropolitan Counties,Leelanau,1,0,0,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Luce,1,0,0,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Mackinac,1,0,0,0,0,0,0,1,0,0,
Michigan,Nonmetropolitan Counties,Mason,2,0,0,0,0,0,0,2,0,0,
Michigan,Nonmetropolitan Counties,Oceana,0,1,0,0,0,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Ontonagon,0,0,0,0,1,0,0,0,1,0,
Michigan,Nonmetropolitan Counties,Van Buren,3,1,0,0,0,0,0,0,3,1,
Michigan,Nonmetropolitan Counties,Wexford,3,0,0,0,0,0,0,1,1,1,
Michigan,State Police Agencies,Alger County,0,1,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Allegan County,1,0,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Alpena County,4,1,0,0,0,0,0,2,0,3,
Michigan,State Police Agencies,Calhoun County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,Cass County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,Chippewa County,1,0,0,0,0,0,0,0,0,1,
Michigan,State Police Agencies,Grand Traverse County,2,0,0,0,0,0,1,1,0,0,
Michigan,State Police Agencies,Gratiot County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,Hillsdale County,2,0,0,0,0,0,1,0,1,0,
Michigan,State Police Agencies,Houghton County,4,2,0,0,0,0,0,1,3,2,
Michigan,State Police Agencies,Ingham County,2,1,0,0,0,0,0,3,0,0,
Michigan,State Police Agencies,Ionia County,1,0,0,0,0,0,1,0,0,0,
Michigan,State Police Agencies,Iosco County,0,1,0,0,0,0,0,0,0,1,
Michigan,State Police Agencies,Jackson County,1,1,0,0,0,0,0,1,1,0,
Michigan,State Police Agencies,Kalamazoo County,1,0,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Kent County,0,1,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Lapeer County,1,0,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Livingston County,3,0,0,0,0,0,0,1,1,1,
Michigan,State Police Agencies,Mackinac County,1,0,0,0,0,0,1,0,0,0,
Michigan,State Police Agencies,Manistee County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,Mecosta County,2,0,0,0,0,0,1,0,1,0,
Michigan,State Police Agencies,Montcalm County,2,0,0,0,0,0,0,1,1,0,
Michigan,State Police Agencies,Muskegon County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,Oakland County,3,1,0,0,0,0,0,2,2,0,
Michigan,State Police Agencies,Oceana County,2,0,0,0,0,0,1,1,0,0,
Michigan,State Police Agencies,Ogemaw County,0,0,1,0,0,0,0,1,0,0,
Michigan,State Police Agencies,Ontonagon County,1,0,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,Sanilac County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,St. Clair County,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,St. Joseph County,2,0,0,0,0,0,0,1,0,1,
Michigan,State Police Agencies,Washtenaw County,2,0,1,0,1,0,0,2,0,2,
Michigan,State Police Agencies,Wayne County,5,0,0,0,0,0,0,1,3,1,
Michigan,Other Agencies,"Huron-Clinton Metropolitan Authority, Stony Creek Metropark",1,0,0,0,0,0,0,0,1,0,
Minnesota,Cities ,Alexandria,0,1,0,0,0,0,0,1,0,0,13914
Minnesota,Cities ,Coon Rapids,0,0,1,0,0,0,1,0,0,0,62652
Minnesota,Cities ,Cottage Grove,1,0,0,0,0,0,1,0,,,37534
Minnesota,Cities ,East Grand Forks,0,0,1,0,0,0,1,0,0,0,8597
Minnesota,Cities ,Eden Prairie,2,0,0,0,0,0,0,2,,,64777
Minnesota,Cities ,Edina,0,1,0,0,0,0,1,0,,,53076
Minnesota,Cities ,Fairmont,1,0,0,0,0,0,0,0,0,1,10023
Minnesota,Cities ,Faribault,0,1,0,0,0,0,0,1,,,23913
Minnesota,Cities ,Fergus Falls,1,0,0,0,0,0,0,0,0,1,13900
Minnesota,Cities ,Hastings,1,0,0,0,0,0,0,1,,,22774
Minnesota,Cities ,Jordan,0,0,1,0,0,0,,1,,,6384
Minnesota,Cities ,Mankato,9,1,3,0,0,0,2,0,7,4,42955
Minnesota,Cities ,Maple Grove,1,0,0,0,0,0,0,1,,,73170
Minnesota,Cities ,Maplewood,1,0,0,0,0,0,1,0,0,0,41341
Minnesota,Cities ,Minneapolis,17,5,6,0,1,3,4,7,16,5,431016
Minnesota,Cities ,Minnetonka,1,1,0,0,0,0,1,1,,,54497
Minnesota,Cities ,New Brighton,0,2,0,0,0,0,0,1,0,1,23058
Minnesota,Cities ,New Ulm,1,0,0,0,0,0,0,0,1,0,13205
Minnesota,Cities ,Plymouth,1,0,0,0,0,0,1,0,,,80616
Minnesota,Cities ,Red Wing,0,0,1,0,0,0,0,1,0,0,16408
Minnesota,Cities ,Rochester,3,1,0,0,0,0,1,2,1,0,118267
Minnesota,Cities ,Savage,1,0,0,0,0,0,1,0,,,32336
Minnesota,Cities ,St. Louis Park,2,3,0,0,0,0,0,1,3,1,49535
Minnesota,Cities ,St. Paul,8,1,2,0,0,0,0,11,,,310263
Minnesota,Cities ,Wabasha,1,0,0,0,0,0,0,0,1,0,2471
Minnesota,Cities ,Waseca,0,0,1,0,0,0,0,0,1,0,8841
Minnesota,Universities and Colleges,"University of Minnesota, Twin Cities",0,2,0,0,2,0,0,1,2,1,64115
Minnesota,Metropolitan Counties,Blue Earth,1,0,0,0,0,0,1,0,0,0,
Minnesota,Metropolitan Counties,Carver,2,0,0,0,0,0,0,0,1,1,
Minnesota,Metropolitan Counties,Olmsted,0,0,1,0,0,0,0,0,1,0,
Minnesota,Metropolitan Counties,Ramsey,1,0,0,1,0,1,0,1,0,2,
Minnesota,Nonmetropolitan Counties,Hubbard,1,0,0,0,0,0,0,1,,,
Minnesota,Nonmetropolitan Counties,Kandiyohi,1,0,0,0,0,0,0,1,,,
Minnesota,Nonmetropolitan Counties,Lac qui Parle,0,1,0,0,0,0,0,0,0,1,
Minnesota,Other Agencies,"Capitol Security, St. Paul",1,0,0,0,0,0,0,1,,0,
Mississippi,Cities ,Byram,0,0,0,6,0,0,2,0,2,2,11672
Mississippi,Cities ,Hernando,0,1,0,0,0,0,0,1,0,0,16613
Mississippi,Cities ,Kosciusko,2,0,0,0,0,0,0,0,2,0,6774
Mississippi,Cities ,Ridgeland,0,0,1,0,0,0,0,1,0,0,24171
Mississippi,Nonmetropolitan Counties,George,4,0,0,0,0,0,0,2,0,2,
Missouri,Cities ,Belton,1,0,2,0,0,1,0,1,1,2,23657
Missouri,Cities ,Blue Springs,0,1,1,0,0,0,1,0,0,1,55415
Missouri,Cities ,Boonville,1,0,0,0,0,0,0,1,0,0,8410
Missouri,Cities ,Cape Girardeau,0,0,1,0,0,0,0,0,1,0,40077
Missouri,Cities ,Carthage,0,1,0,0,0,0,0,0,0,1,14808
Missouri,Cities ,Fulton,1,0,0,0,0,0,0,0,1,0,12620
Missouri,Cities ,Gladstone,3,0,0,0,0,0,0,1,0,2,27553
Missouri,Cities ,Grain Valley,2,0,0,0,0,0,1,0,1,0,14464
Missouri,Cities ,Independence,3,0,0,0,0,0,0,1,0,2,116931
Missouri,Cities ,Jefferson City,2,0,0,0,0,0,1,0,0,1,42793
Missouri,Cities ,Kansas City,25,6,2,1,0,0,7,3,13,11,495964
Missouri,Cities ,Lawson,0,0,1,0,0,0,0,0,0,1,2389
Missouri,Cities ,Lee's Summit,1,0,0,0,0,0,0,0,1,0,99365
Missouri,Cities ,Springfield,0,0,1,0,0,0,0,0,1,0,169235
Missouri,Cities ,St. Louis,1,1,2,0,0,0,0,2,1,1,300521
Missouri,Cities ,St. Peters,2,0,0,0,0,0,0,1,1,0,57697
Missouri,Cities ,Sunset Hills,1,0,0,0,0,0,0,0,1,0,8480
Missouri,Universities and Colleges,Missouri University of Science and Technology,0,0,1,0,0,0,0,0,1,0,9466
Missouri,Universities and Colleges,Missouri Western State University,0,1,0,0,0,0,1,0,0,0,6302
Missouri,Universities and Colleges,"University of Missouri, Columbia",2,0,0,0,0,0,1,0,1,0,34329
Missouri,Metropolitan Counties,Greene,1,0,0,0,0,0,0,0,0,1,
Missouri,Metropolitan Counties,Howard,0,0,1,0,0,0,0,0,0,1,
Missouri,Metropolitan Counties,St. Charles County Police Department,2,3,1,0,0,0,0,0,3,3,
Missouri,Metropolitan Counties,St. Louis County Police Department,0,0,2,0,0,0,1,1,0,0,
Missouri,Nonmetropolitan Counties,Camden,1,0,1,0,0,0,0,1,1,0,
Missouri,Nonmetropolitan Counties,Henry,1,0,0,0,0,0,0,1,0,0,
Missouri,Nonmetropolitan Counties,Johnson,1,0,0,0,0,0,0,0,0,1,
Missouri,State Police Agencies ,Missouri State Highway Patrol,1,0,0,0,0,0,0,0,1,0,
Montana,Cities ,Billings,2,1,1,0,0,0,0,0,3,1,110198
Montana,Cities ,Bozeman,1,0,0,0,0,0,1,0,0,0,50152
Montana,Cities ,Great Falls,2,1,0,1,0,0,0,0,0,4,58637
Montana,Cities ,Helena,1,1,0,0,0,0,1,0,0,1,32806
Montana,Cities ,Kalispell,0,1,0,0,0,2,2,0,0,1,24473
Montana,Cities ,Livingston,1,0,0,0,0,0,1,0,0,0,7884
Montana,Cities ,Missoula,1,0,0,0,0,0,0,1,0,0,75422
Montana,Cities ,Polson,0,0,1,0,0,0,0,0,1,0,5075
Montana,Cities ,Whitefish,1,0,0,0,0,1,1,1,0,0,8079
Montana,Universities and Colleges,Montana State University,1,1,0,0,1,0,2,0,0,1,18722
Montana,Metropolitan Counties,Cascade,1,1,0,0,0,0,1,0,1,0,
Montana,Metropolitan Counties,Missoula,1,0,0,0,0,0,1,0,0,0,
Montana,Nonmetropolitan Counties,Big Horn,3,0,0,0,0,0,0,2,0,1,
Montana,Nonmetropolitan Counties,Flathead,0,1,0,0,0,0,0,0,1,0,
Montana,Nonmetropolitan Counties,Liberty,0,1,0,0,0,0,0,1,0,,
Montana,Nonmetropolitan Counties,Ravalli,1,1,0,0,0,0,0,0,1,1,
Nebraska,Cities ,Broken Bow,5,0,0,0,0,0,0,0,1,4,3532
Nebraska,Cities ,Crete,1,0,0,0,0,0,0,0,0,1,7094
Nebraska,Cities ,Fremont,1,0,0,1,0,0,0,0,0,2,26523
Nebraska,Cities ,Gordon,1,0,0,0,0,0,0,0,1,0,1497
Nebraska,Cities ,Grand Island,1,0,0,0,0,0,0,0,1,0,51821
Nebraska,Cities ,Kearney,1,0,0,0,0,0,1,0,0,0,34124
Nebraska,Cities ,Lincoln,5,2,2,0,0,0,4,2,3,0,291128
Nebraska,Cities ,McCook,1,0,0,0,0,0,0,0,0,1,7533
Nebraska,Cities ,Mitchell,1,0,0,0,0,0,0,1,0,0,1633
Nebraska,Cities ,Norfolk,1,0,1,0,0,0,0,1,0,1,24698
Nebraska,Cities ,North Platte,3,0,0,0,0,0,0,0,3,0,23705
Nebraska,Cities ,Omaha,0,1,0,0,0,0,1,0,0,0,470481
Nebraska,Cities ,Schuyler,2,0,0,0,0,0,0,0,0,2,6396
Nebraska,Cities ,Valentine,1,0,0,0,0,0,0,0,1,0,2751
Nebraska,Universities and Colleges,"University of Nebraska, Lincoln",3,0,0,0,0,0,0,1,2,0,28642
Nebraska,Metropolitan Counties,Douglas,2,0,0,0,0,0,0,1,1,0,
Nebraska,Metropolitan Counties,Howard,1,0,0,0,0,0,0,0,1,0,
Nebraska,Metropolitan Counties,Sarpy,0,0,0,1,0,0,0,0,0,1,
Nebraska,Nonmetropolitan Counties,Custer,4,0,0,0,0,0,0,0,0,4,
Nebraska,Nonmetropolitan Counties,Hamilton,1,0,0,0,0,0,0,0,0,1,
Nebraska,Nonmetropolitan Counties,Jefferson,1,0,0,0,0,0,0,0,0,1,
Nebraska,Nonmetropolitan Counties,Keith,1,0,0,0,0,0,0,0,0,1,
Nebraska,Nonmetropolitan Counties,Lincoln,1,0,0,0,0,0,0,0,0,1,
Nevada,Cities ,Henderson,2,2,0,0,0,1,1,2,0,2,317732
Nevada,Cities ,Las Vegas Metropolitan Police Department,11,5,4,1,0,1,4,7,8,3,1666803
Nevada,Cities ,North Las Vegas,6,2,0,0,0,0,2,2,2,2,249854
Nevada,Cities ,Reno,3,1,0,0,0,0,1,0,3,0,254349
Nevada,Other Agencies,Clark County School District,5,0,0,0,0,0,1,,1,3,
New Hampshire,Cities ,Auburn,0,1,0,0,0,0,0,1,0,0,5608
New Hampshire,Cities ,Concord,1,1,0,0,0,0,0,1,0,1,43509
New Hampshire,Cities ,Conway,0,0,1,0,0,0,0,0,1,0,10287
New Hampshire,Cities ,Hanover,1,0,0,0,0,0,1,0,0,0,11531
New Hampshire,Cities ,Henniker,1,0,0,0,0,0,1,0,0,0,5009
New Hampshire,Cities ,Hooksett,1,0,0,0,0,0,0,0,0,1,14554
New Hampshire,Cities ,Jaffrey,0,1,0,0,0,0,0,1,0,,5278
New Hampshire,Cities ,Keene,1,0,1,0,0,0,1,1,0,0,22999
New Hampshire,Cities ,Milton,1,0,0,0,0,0,0,0,0,1,4652
New Hampshire,Cities ,Pelham,0,1,0,0,0,0,0,1,0,0,14198
New Hampshire,Cities ,Portsmouth,0,0,1,0,0,0,1,0,0,0,21951
New Hampshire,Cities ,Somersworth,1,0,0,0,0,0,0,1,0,0,11979
New Hampshire,Cities ,Tilton,0,1,0,0,0,0,0,1,0,0,3557
New Hampshire,Universities and Colleges,University of New Hampshire,1,0,0,0,0,0,0,0,0,1,16859
New Jersey,Cities ,Aberdeen Township,3,3,0,0,0,0,1,3,0,2,18700
